"zipcode","year","occupation","estimate","margin_of_error","county"
"93452",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"sales_and_related_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"office_and_administrative_support_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"construction_and_extraction_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"production_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"transportation_occupations",NA,NA,"San Luis Obispo"
"93452",2021,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"civilian_employed_population_16_years_and_over_with_earnings",38145,18978,"San Luis Obispo"
"93453",2021,"management_occupations",129375,65669,"San Luis Obispo"
"93453",2021,"business_and_financial_operations_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"community_and_social_service_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"educational_instruction_and_library_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"health_technologists_and_technicians",NA,NA,"San Luis Obispo"
"93453",2021,"healthcare_support_occupations",15179,39058,"San Luis Obispo"
"93453",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93453",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93453",2021,"food_preparation_and_serving_related_occupations",30217,18667,"San Luis Obispo"
"93453",2021,"building_and_grounds_cleaning_and_maintenance_occupations",26991,20273,"San Luis Obispo"
"93453",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"sales_and_related_occupations",65625,90660,"San Luis Obispo"
"93453",2021,"office_and_administrative_support_occupations",27036,13648,"San Luis Obispo"
"93453",2021,"farming_fishing_and_forestry_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"construction_and_extraction_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"production_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"transportation_occupations",NA,NA,"San Luis Obispo"
"93453",2021,"material_moving_occupations",NA,NA,"San Luis Obispo"
"93454",2021,"civilian_employed_population_16_years_and_over_with_earnings",33034,1361,"Santa Barbara"
"93454",2021,"management_occupations",67500,9583,"Santa Barbara"
"93454",2021,"business_and_financial_operations_occupations",63085,4898,"Santa Barbara"
"93454",2021,"computer_and_mathematical_occupations",62685,11503,"Santa Barbara"
"93454",2021,"architecture_and_engineering_occupations",60542,36524,"Santa Barbara"
"93454",2021,"life_physical_and_social_science_occupations",19896,106833,"Santa Barbara"
"93454",2021,"community_and_social_service_occupations",43904,6906,"Santa Barbara"
"93454",2021,"legal_occupations",88929,51143,"Santa Barbara"
"93454",2021,"educational_instruction_and_library_occupations",27325,4406,"Santa Barbara"
"93454",2021,"arts_design_entertainment_sports_and_media_occupations",29167,17980,"Santa Barbara"
"93454",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",96731,14489,"Santa Barbara"
"93454",2021,"health_technologists_and_technicians",43487,7365,"Santa Barbara"
"93454",2021,"healthcare_support_occupations",22078,8727,"Santa Barbara"
"93454",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",27375,31084,"Santa Barbara"
"93454",2021,"law_enforcement_workers_including_supervisors",50417,66809,"Santa Barbara"
"93454",2021,"food_preparation_and_serving_related_occupations",17969,8833,"Santa Barbara"
"93454",2021,"building_and_grounds_cleaning_and_maintenance_occupations",30000,4873,"Santa Barbara"
"93454",2021,"personal_care_and_service_occupations",20565,14010,"Santa Barbara"
"93454",2021,"sales_and_related_occupations",33794,5523,"Santa Barbara"
"93454",2021,"office_and_administrative_support_occupations",37578,2662,"Santa Barbara"
"93454",2021,"farming_fishing_and_forestry_occupations",26144,1894,"Santa Barbara"
"93454",2021,"construction_and_extraction_occupations",35696,5464,"Santa Barbara"
"93454",2021,"installation_maintenance_and_repair_occupations",35938,5775,"Santa Barbara"
"93454",2021,"production_occupations",40659,7708,"Santa Barbara"
"93454",2021,"transportation_occupations",39375,12377,"Santa Barbara"
"93454",2021,"material_moving_occupations",28333,16140,"Santa Barbara"
"93455",2021,"civilian_employed_population_16_years_and_over_with_earnings",52963,2895,"Santa Barbara"
"93455",2021,"management_occupations",96761,8140,"Santa Barbara"
"93455",2021,"business_and_financial_operations_occupations",66612,10976,"Santa Barbara"
"93455",2021,"computer_and_mathematical_occupations",69074,12489,"Santa Barbara"
"93455",2021,"architecture_and_engineering_occupations",83846,29135,"Santa Barbara"
"93455",2021,"life_physical_and_social_science_occupations",98333,43937,"Santa Barbara"
"93455",2021,"community_and_social_service_occupations",63864,18178,"Santa Barbara"
"93455",2021,"legal_occupations",60284,26683,"Santa Barbara"
"93455",2021,"educational_instruction_and_library_occupations",65213,13061,"Santa Barbara"
"93455",2021,"arts_design_entertainment_sports_and_media_occupations",40313,53237,"Santa Barbara"
"93455",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",115898,53852,"Santa Barbara"
"93455",2021,"health_technologists_and_technicians",49787,7069,"Santa Barbara"
"93455",2021,"healthcare_support_occupations",25595,8788,"Santa Barbara"
"93455",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",37963,29679,"Santa Barbara"
"93455",2021,"law_enforcement_workers_including_supervisors",99750,11283,"Santa Barbara"
"93455",2021,"food_preparation_and_serving_related_occupations",13862,3860,"Santa Barbara"
"93455",2021,"building_and_grounds_cleaning_and_maintenance_occupations",31833,11016,"Santa Barbara"
"93455",2021,"personal_care_and_service_occupations",22754,3324,"Santa Barbara"
"93455",2021,"sales_and_related_occupations",46701,11011,"Santa Barbara"
"93455",2021,"office_and_administrative_support_occupations",41382,6964,"Santa Barbara"
"93455",2021,"farming_fishing_and_forestry_occupations",29507,14557,"Santa Barbara"
"93455",2021,"construction_and_extraction_occupations",42088,13761,"Santa Barbara"
"93455",2021,"installation_maintenance_and_repair_occupations",62327,13850,"Santa Barbara"
"93455",2021,"production_occupations",47500,16807,"Santa Barbara"
"93455",2021,"transportation_occupations",31000,6586,"Santa Barbara"
"93455",2021,"material_moving_occupations",32961,27322,"Santa Barbara"
"93458",2021,"civilian_employed_population_16_years_and_over_with_earnings",28185,1105,"Santa Barbara"
"93458",2021,"management_occupations",49693,6365,"Santa Barbara"
"93458",2021,"business_and_financial_operations_occupations",52344,32811,"Santa Barbara"
"93458",2021,"computer_and_mathematical_occupations",88365,20645,"Santa Barbara"
"93458",2021,"architecture_and_engineering_occupations",77366,14590,"Santa Barbara"
"93458",2021,"life_physical_and_social_science_occupations",49947,16499,"Santa Barbara"
"93458",2021,"community_and_social_service_occupations",43083,24347,"Santa Barbara"
"93458",2021,"legal_occupations",NA,NA,"Santa Barbara"
"93458",2021,"educational_instruction_and_library_occupations",21667,6574,"Santa Barbara"
"93458",2021,"arts_design_entertainment_sports_and_media_occupations",52455,28349,"Santa Barbara"
"93458",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",51176,32505,"Santa Barbara"
"93458",2021,"health_technologists_and_technicians",48000,17749,"Santa Barbara"
"93458",2021,"healthcare_support_occupations",27510,3487,"Santa Barbara"
"93458",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",20449,10584,"Santa Barbara"
"93458",2021,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93458",2021,"food_preparation_and_serving_related_occupations",23027,7296,"Santa Barbara"
"93458",2021,"building_and_grounds_cleaning_and_maintenance_occupations",27871,2572,"Santa Barbara"
"93458",2021,"personal_care_and_service_occupations",20581,10032,"Santa Barbara"
"93458",2021,"sales_and_related_occupations",23613,6208,"Santa Barbara"
"93458",2021,"office_and_administrative_support_occupations",38314,2792,"Santa Barbara"
"93458",2021,"farming_fishing_and_forestry_occupations",25456,1231,"Santa Barbara"
"93458",2021,"construction_and_extraction_occupations",42218,5393,"Santa Barbara"
"93458",2021,"installation_maintenance_and_repair_occupations",33560,6000,"Santa Barbara"
"93458",2021,"production_occupations",26386,3526,"Santa Barbara"
"93458",2021,"transportation_occupations",42804,9397,"Santa Barbara"
"93458",2021,"material_moving_occupations",26830,2874,"Santa Barbara"
"93460",2021,"civilian_employed_population_16_years_and_over_with_earnings",46709,11433,"Santa Barbara"
"93460",2021,"management_occupations",91250,40560,"Santa Barbara"
"93460",2021,"business_and_financial_operations_occupations",179145,166812,"Santa Barbara"
"93460",2021,"computer_and_mathematical_occupations",NA,NA,"Santa Barbara"
"93460",2021,"architecture_and_engineering_occupations",108188,56184,"Santa Barbara"
"93460",2021,"life_physical_and_social_science_occupations",11736,10866,"Santa Barbara"
"93460",2021,"community_and_social_service_occupations",NA,NA,"Santa Barbara"
"93460",2021,"legal_occupations",243125,348853,"Santa Barbara"
"93460",2021,"educational_instruction_and_library_occupations",16818,200935,"Santa Barbara"
"93460",2021,"arts_design_entertainment_sports_and_media_occupations",30824,25167,"Santa Barbara"
"93460",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",26842,145470,"Santa Barbara"
"93460",2021,"health_technologists_and_technicians",NA,NA,"Santa Barbara"
"93460",2021,"healthcare_support_occupations",28125,42117,"Santa Barbara"
"93460",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",31125,85197,"Santa Barbara"
"93460",2021,"law_enforcement_workers_including_supervisors",NA,NA,"Santa Barbara"
"93460",2021,"food_preparation_and_serving_related_occupations",31587,44918,"Santa Barbara"
"93460",2021,"building_and_grounds_cleaning_and_maintenance_occupations",17955,9632,"Santa Barbara"
"93460",2021,"personal_care_and_service_occupations",22017,26682,"Santa Barbara"
"93460",2021,"sales_and_related_occupations",90625,105597,"Santa Barbara"
"93460",2021,"office_and_administrative_support_occupations",95761,79145,"Santa Barbara"
"93460",2021,"farming_fishing_and_forestry_occupations",44386,1330,"Santa Barbara"
"93460",2021,"construction_and_extraction_occupations",34779,45795,"Santa Barbara"
"93460",2021,"installation_maintenance_and_repair_occupations",110833,54536,"Santa Barbara"
"93460",2021,"production_occupations",28194,22414,"Santa Barbara"
"93460",2021,"transportation_occupations",37375,53887,"Santa Barbara"
"93460",2021,"material_moving_occupations",NA,NA,"Santa Barbara"
"93461",2021,"civilian_employed_population_16_years_and_over_with_earnings",29904,7324,"San Luis Obispo"
"93461",2021,"management_occupations",27174,37455,"San Luis Obispo"
"93461",2021,"business_and_financial_operations_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"computer_and_mathematical_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"architecture_and_engineering_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"life_physical_and_social_science_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"community_and_social_service_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"legal_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"educational_instruction_and_library_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"health_technologists_and_technicians",37625,48979,"San Luis Obispo"
"93461",2021,"healthcare_support_occupations",27500,125871,"San Luis Obispo"
"93461",2021,"firefighting_and_prevention_and_other_protective_service_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93461",2021,"law_enforcement_workers_including_supervisors",NA,NA,"San Luis Obispo"
"93461",2021,"food_preparation_and_serving_related_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"building_and_grounds_cleaning_and_maintenance_occupations",23036,10979,"San Luis Obispo"
"93461",2021,"personal_care_and_service_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"sales_and_related_occupations",29453,354583,"San Luis Obispo"
"93461",2021,"office_and_administrative_support_occupations",33984,17122,"San Luis Obispo"
"93461",2021,"farming_fishing_and_forestry_occupations",27292,19404,"San Luis Obispo"
"93461",2021,"construction_and_extraction_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"installation_maintenance_and_repair_occupations",NA,NA,"San Luis Obispo"
"93461",2021,"production_occupations",27337,17267,"San Luis Obispo"
"93461",2021,"transportation_occupations",63007,23763,"San Luis Obispo"
"93461",2021,"material_moving_occupations",38529,16811,"San Luis Obispo"
"93463",2021,"civilian_employed_population_16_years_and_over_with_earnings",50303,7595,"Santa Barbara"
"93463",2021,"management_occupations",103909,14775,"Santa Barbara"
"93463",2021,"business_and_financial_operations_occupations",51719,58019,"Santa Barbara"
"93463",2021,"computer_and_mathematical_occupations",57083,100322,"Santa Barbara"
"93463",2021,"architecture_and_engineering_occupations",164167,136610,"Santa Barbara"
"93463",2021,"life_physical_and_social_science_occupations",79583,143128,"Santa Barbara"
"93463",2021,"community_and_social_service_occupations",74236,33357,"Santa Barbara"
"93463",2021,"legal_occupations",218125,74939,"Santa Barbara"
"93463",2021,"educational_instruction_and_library_occupations",34453,19766,"Santa Barbara"
"93463",2021,"arts_design_entertainment_sports_and_media_occupations",NA,NA,"Santa Barbara"
"93463",2021,"health_diagnosing_and_treating_practitioners_and_other_technical_occupations",97422,67457,"Santa Barbara"
"93463",2021,"health_technologists_and_technicians",48819,406479,"Santa Barbara"
"93463",2021,"healthcare_support_occupations",22348,22903,"Santa Barbara"
