"pwgtp","puma","region","county","socp","occupation","occ_type","year","agep","wagp"
6,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,43,101000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,54,35000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,47,60000
30,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,57,114000
83,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,33,103000
52,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,64,68000
15,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,44,80000
20,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,38,86000
19,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,32,127000
12,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,58,210000
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,26,25000
52,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,27,30000
18,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,70,65000
11,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,57,54000
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,51,125000
42,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,32,160000
16,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,64,15000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,29,50000
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,52,120000
29,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,63,0
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,35,105000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,54,0
28,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,27,50000
26,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,45,250000
26,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,41,224000
21,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,31,46000
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,55,1e+05
14,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","472211","Sheet Metal Workers","Green",2021,27,41600
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,67,85000
37,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,23,27000
18,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1721XX","Petroleum, Mining And Geological Engineers, Including Mining Safety Engineers","Green",2021,69,2e+05
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,73,0
17,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,67,0
8,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","514041","Machinists","Green",2021,24,24000
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,72,55000
4,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172070","Electrical And Electronics Engineers","Green",2021,22,11500
9,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,60,68000
40,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,64,0
22,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,48,80000
20,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","514041","Machinists","Green",2021,54,40000
13,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","475032","Explosives Workers, Ordnance Handling Experts, And Blasters","Fossil Fuel",2021,23,25000
79,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,50,48000
80,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,47,0
9,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,50,62000
18,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,64,0
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","119041","Architectural And Engineering Managers","Green",2021,94,12000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,72,12000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,40,20000
11,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,55,45000
9,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,69,0
13,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","514041","Machinists","Green",2021,58,88000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,56,140000
21,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,53,0
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,52,2e+05
16,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172070","Electrical And Electronics Engineers","Green",2021,69,1e+05
23,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,80,5500
22,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","172051","Civil Engineers","Green",2021,38,1e+05
11,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","514041","Machinists","Green",2021,42,25000
13,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","113071","Transportation, Storage, And Distribution Managers","Green",2021,48,38000
23,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","113051","Industrial Production Managers","Green",2021,27,80000
26,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,26,40000
10,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,74,7000
22,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","113051","Industrial Production Managers","Green",2021,50,123000
20,"08301","Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,49,82000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,76,0
28,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,35,127000
19,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,52,90000
39,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","172070","Electrical And Electronics Engineers","Green",2021,50,120000
11,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1191XX","Other Managers","Green",2021,51,150000
60,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","19204X","Geoscientists And Hydrologists, Except Geographers","Green",2021,69,170000
12,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,21,7000
17,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","1191XX","Other Managers","Green",2021,53,0
17,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,50,69000
8,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,31,67000
9,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,30,35000
13,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,59,130000
25,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,49,125000
21,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,50,32000
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,49,58000
10,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","49904X","Industrial And Refractory Machinery Mechanics","Fossil Fuel",2021,36,0
21,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172141","Mechanical Engineers","Green",2021,60,125000
10,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,67,0
23,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,25,40000
24,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,53,155000
16,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,31,20000
14,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","1191XX","Other Managers","Green",2021,30,20000
38,"11103","Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,45,50000
15,"07902","San Luis Obispo County (East)--Inland Region PUMA","San Luis Obispo","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,68,15700
11,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,27,30000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","172051","Civil Engineers","Green",2021,30,180000
6,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","1940YY","Other Life, Physical, And Social Science Technicians","Fossil Fuel",2021,57,0
30,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,20,5000
26,"07901","San Luis Obispo County (West)--Coastal Region PUMA","San Luis Obispo","172051","Civil Engineers","Green",2021,21,10000
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","4990XX","Other Installation, Maintenance, And Repair Workers","Green",2021,82,0
13,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,26,75000
60,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","1191XX","Other Managers","Green",2021,35,58000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1191XX","Other Managers","Green",2021,21,14000
14,"11104","Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA","Ventura","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,48,240000
30,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","1721YY","Other Engineers, Including Nuclear Engineers","Green",2021,30,110000
8,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","113051","Industrial Production Managers","Green",2021,56,45000
14,"08303","Santa Barbara County--South Coast Region PUMA","Santa Barbara","471011","First-Line Supervisors Of Construction Trades And Extraction Workers","Green",2021,57,0
3,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","519010","Chemical Processing Machine Setters, Operators, And Tenders","Green",2021,34,85000
4,"08302","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA","Santa Barbara","414010","Sales Representatives, Wholesale And Manufacturing","Green",2021,37,0
13,"11102","Ventura County (Southeast)--Thousand Oaks City PUMA","Ventura","113051","Industrial Production Managers","Green",2021,61,140000
